,Name,Tweet
224,Donald Trump,How many more Never Trumpers will be allowed to testify about a perfectly appropriate phone call when all anyone ha…
225,Donald Trump,"The Do Nothing Democrats are working hard to make everyone forget the Best Economy Ever, the monumental weekend rai…"
226,Donald Trump,"Where’s the Whistleblower? Just read the Transcript, everything else is made up garbage by Shifty Schiff and the Never Trumpers!"
227,Donald Trump,A great book by a great guy. Get it now!
228,Donald Trump,"Correct, a total scam!"
229,Donald Trump,Why are people that I never even heard of testifying about the call. Just READ THE CALL TRANSCRIPT AND THE IMPEACHM…
230,Donald Trump,"“This is a big win for America, and also for President Trump.” @nypost"
231,Donald Trump,"The only crimes in the Impeachment Hoax were committed by Shifty Adam Schiff, when he totally made up my phone conv…"
232,Donald Trump,"“There is no underlying crime in that transcript.” @IngrahamAngle 100% correct, and the Whistleblower disappeared…"
233,Donald Trump,“Americans know by now that the Impeachment inquiry is just another hoax and silent coup to remove the President fr…
234,Donald Trump,"Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we did…"
235,Donald Trump,"So nice, thank you!"
236,Donald Trump,We have declassified a picture of the wonderful dog (name not declassified) that did such a GREAT JOB in capturing…
237,Donald Trump,An AMAZING CHAMPION. Great going Tiger! @TigerWoods
238,Donald Trump,THANK YOU #IACP2019!
239,Donald Trump,"The S&amp;P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K’s, and, frankly, EVERYONE! Our Country is doin…"
240,Donald Trump,Thank you to @MarthaRaddatz and @TerryMoran for a job well done!
241,Donald Trump,
242,Donald Trump,
243,Donald Trump,"As Diwali commences, @FLOTUS Melania and I wish those observing the Festival of Lights a blessed and happy celebrat…"
244,Donald Trump,Something very big has just happened!
245,Donald Trump,"....Matt has my Complete and Total Endorsement, and always has. GET OUT and VOTE on November 5th for your GREAT Governor, @MattBevin!"
246,Donald Trump,Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very importan…
247,Donald Trump,"....He loves our Military and supports our Vets! Democrat Jim Hood will never give us his vote, is anti-Trump and p…"
248,Donald Trump,MISSISSIPPI! There is a VERY important election for Governor on November 5th. I need you to get out and VOTE for ou…
249,Donald Trump,....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to creat…
250,Donald Trump,LOUISIANA! Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cit…
