,Name,Tweet
225,Alexandria Cortez,I am currently in Colorado to visit families impacted by fracking sites and to cohost a #GreenNewDeal town hall wit…
226,Alexandria Cortez,The tot is my staffer’s 1 y/o! I was on holding duty for this stretch of the trip ✈️👶🏽We are testing new childcar…
227,Alexandria Cortez,Immensely proud of the movement today 🌎 #ClimateStrike
228,Alexandria Cortez,"(Certain localities and municipalities did pursue abolition earlier, but none were federally recognized.)"
229,Alexandria Cortez,"The right is pushing back on this. To clarify in 280 chars, DC was the first area where enslaved people were freed…"
230,Alexandria Cortez,I cannot tell you how powerful young people mobilizing their parents &amp; grandparents are in changing the game on iss…
231,Alexandria Cortez,Incredible.
232,Alexandria Cortez,@soledadobrien @TSA Happy birthday! 🎊
233,Alexandria Cortez,DC was the 1st territory in the United States to free the enslaved.It’s where Black Americans fled the tyranny of…
234,Alexandria Cortez,Y aquí tratando en Español y Spanglish (fue un poquito difícil 🥵 ¡perdón!)
235,Alexandria Cortez,Today was Puerto Rico Advocacy Day in DC 🇵🇷Here’s what we’re fighting for:1. Full audit of Puerto Rico’s debt2.…
236,Alexandria Cortez,@CynthiaNixon @nytimes There will always be powerful interest in promoting the idea that the left is losing power 1…
237,Alexandria Cortez,"And just like that 🌿 10,000 farmers + ranchers have come out urging Congress to support a #GreenNewDeal.From rege…"
238,Alexandria Cortez,"😭For everyone who feels confused about how to act in 2019, #GenGND is a great example for the"
239,Alexandria Cortez,"This is straight barbarism.GM workers are asking for a raise during a time of record profits. In response, GM exe…"
240,Alexandria Cortez,"In America, people aren’t paid a living wage, healthcare isn’t guaranteed, and educating yourself to skill up will…"
241,Alexandria Cortez,"What great news!Shout out to all our non-binary fam in the world, and the activists who’ve worked hard to let us…"
242,Alexandria Cortez,Republicans only seem to believe in “states rights” when it comes to denying people freedom and advancing their per…
243,Alexandria Cortez,Highlight of my day!
244,Alexandria Cortez,This is a real quote from a Democrat representing a safe blue seat.Aggressive statements like these are so casual…
245,Alexandria Cortez,Whoomp! (There It Is)
246,Alexandria Cortez,"Marie Newman (@Marie4Congress) is a grassroots fighter for working families in #IL03.To me, choosing to support i…"
247,Alexandria Cortez,"It’s going to take a bigger, stronger Democratic Party - one that’s returned to our FDR roots &amp; fights for working…"
248,Alexandria Cortez,@HilaKleinH3 Congratulations! 🇺🇸 🎈
249,Alexandria Cortez,"Remember when we said climate change would cause mass migration, &amp; the right called us crazy?Well, it’s happening…"
250,Alexandria Cortez,"Incredibly inspired by GM’s almost 50,000 workers for having the courage to strike for the dignified work they dese…"
251,Alexandria Cortez,"The idea of liberty and justice for all has been a radical notion since America’s founding.And as patriots, we wi…"
252,Alexandria Cortez,"This was almost a year ago.It is unsurprising that Kavanaugh, credibly accused of sexual assault, would lie under…"
253,Alexandria Cortez,Your ability to get insulin or see a doctor shouldn’t depend on how generous a billionaire is feeling today.Emplo…
254,Alexandria Cortez,"This is why corporate “choice” health plans are unacceptable, and why we must fight for #MedicareforAll.Choice pl…"
255,Alexandria Cortez,"It is disappointing to see many pundits obsessing over whether one candidate was deferential enough to another, whi…"
256,Alexandria Cortez,This is a big deal: @NYCSchools is standing in solidarity with the global #ClimateStrike next Friday by excusing ab…
257,Alexandria Cortez,We have to do more than take back the WH.We must do so w/ a stronger Democratic Party that fights for working peo…
258,Alexandria Cortez,And we-oop 👀:“Comparison of the Dem’s ideology to that of the genocidal Cambodian regime is strongly ahistorical.…
259,Alexandria Cortez,"And guess what: if you also believe in a free + open democratic society, where people are treated humanely and don…"
260,Alexandria Cortez,"Since the GOP will only get worse in their hysteria, let’s remember who we are:We are fighting to guarantee healt…"
261,Alexandria Cortez,"GOP’s message: No policy, no facts, just displays of violence + corporations like @ABCNetwork &amp; Sinclair who amplif…"
262,Alexandria Cortez,"To clarify: Rahm Emanuel once mailed the body of a dead, decomposing fish to bully a Dem he disliked.Then, as a m…"
263,Alexandria Cortez,Know that this wasn’t an ad for young conservatives of color - that was the pretense.What you just watched was a…
264,Alexandria Cortez,Republicans are running TV ads setting pictures of me on fire to convince people they aren’t racist.Life is weird!
265,Alexandria Cortez,"Journalists could notes from @jorgeramosnews in the #DemDebate.He is asking tough, but fair questions - not to st…"
266,Alexandria Cortez,"Weapons of war, specifically designed to kill human beings en masse, should not be available for purchase."
267,Alexandria Cortez,Systemic racism is a root ideology that propped up an extractive economic system that prioritizes profit over human…
268,Alexandria Cortez,There are certain industries whose lobbying power is bipartisan.Big pharma &amp; private insurance are huge ones. The…
269,Alexandria Cortez,Medicare for All is the best healthcare plan for working and middle class Americans.It guarantees critical health…
270,Alexandria Cortez,@tonykchoi 🔨💥
271,Alexandria Cortez,Obviously Bolton leaving is good - it was an enormous mistake to appoint him in the first place. One doesn’t need t…
272,Alexandria Cortez,That’s it. That’s the headline
273,Alexandria Cortez,"Today my thoughts are with 9/11 families - and in our community, the loved ones of Queens hero Det. Luis Alvarez.…"
274,Alexandria Cortez,When people chastise millennials for not having or delaying starting their families after growing up in a recession…
275,Alexandria Cortez,🥰
276,Alexandria Cortez,"Too often, elite institutions &amp; corrupt people/orgs have a symbiotic relationship: they launder each other’s reputa…"
277,Alexandria Cortez,"Remember when Fox News made the grave mistake of actually telling people what we’re fighting for?Ah, memories."
278,Alexandria Cortez,"Rent has gotten to extortion-level highs in New York City, and there’s a whole lot of lawbreaking that happens beca…"
279,Alexandria Cortez,@JordanUhl I’m going to start tailoring talking points to see what we can get them to drink out of next 🤣
280,Alexandria Cortez,The President is corrupt and must be impeached.
281,Alexandria Cortez,"As we hammer away at climate deniers, the fossil fuel industry is pivoting to promote bogus climate policies.You…"
282,Alexandria Cortez,The GOP is continuing their crusade against democracy.They’re so scared that Trump will lose that they’re moving…
